255,0,0
0,255,0
0,0,0
255,0,255
255,0,255
255,165,0
128,0,128
255,192,203
165,42,42
128,0,0
128,128,0
0,128,128
0,0,128
127,255,212
64,224,208
230,230,250
255,255,240
255,127,80
210,180,140
240,255,255
245,245,220
240,230,140
255,215,0
192,192,192
75,0,130
238,130,238
218,112,214
135,206,235
205,133,63
